DOWLKNUM,max_depth,size_acres,avg_ph,avg_secchi,avg_conductance,avg_phosphorus,avg_chlorophylla,a440.cdom,allstreams_density_mperha,roaddensity_density_mperha,avg.ann.gdd
76016900,1,403.7949436,9.23,0.5302,650,0.606666667,73.66666667,1.84427395,8.9166,10.1061,2392.439958507763
77000700,17.0688,270.336134,8.2425,5.13521703,237.6068966,0.1466,4.84,0.85603585,1.4644,32.6291,2242.9821199950165
77000900,1.524,253.4094467,8.66,0.805555556,491.5833333,0.100857143,57.28571429,2.3451587,1.8941,39.1194,2315.1815440073337
77001900,17.3736,129.1023671,8.291153846,2.21276,365.6153846,0.1005,11.828,2.6846389,3.9165,18.6865,2349.5338547627825
77002300,13.716,946.5641383,8.241875,2.514114132,366.9666667,0.056133333,31.146875,0.9854737,7.9562,28.7518,2262.3456243982423
77004600,7.62,171.0152339,9.084166667,2.713816762,94.76923077,0.036333333,14.9,3.0895164,2.0644,17.0139,2296.4715156727257
77006100,2,562.0871134,8.48,1.38,185,0.0625,9.025,2.5316587,2.7673,18.534,2180.461813005948
77021500,20.1168,6389.37365,8.237735849,2.467977136,414.0255172,0.108939394,27.47288136,0.71080455,3.7061,52.3506,2232.327494892066
80003000,7,251.9141598,8.042,1.979015658,315.5,0.04595,15.2004,1.3169715,7.3261,33.1724,2022.4048167433132
80003400,4.572,532.5431202,8.3275,1.036931741,312.25,0.099045455,60.61176471,1.21995585,6.4866,20.9465,2224.0310158139205
81000300,8.8392,91.20441055,7.965172414,1.640026437,349.0435484,0.135625,13.76833333,0.40591325,4.9508,68.5162,2615.433042149685
81005500,17.3736,194.5412123,7.846666667,1.90334624,374.0461538,0.063571429,23.31666667,0.8184882,4.8037,30.751,2574.6430744037325
82000100,22.1,4282.770538,7.567843137,1.472353788,205.9486842,0.049128492,16.36508671,6.421659867,4.276,64.2588,2602.2583091391225
82005400,8.8392,221.4540296,8.11962963,1.449103059,288.7037037,0.046263158,24.102485,1.721926,5.1479,52.3382,2462.3212243915764
82011800,10.0584,63.15438546,8.636666667,2.342948718,516.3333333,0.024527778,10.44554815,1.7903755,5.7073,94.3549,2599.5695281760327
82014000,1.5,357.9506542,9.133333333,1.754,77,0.031736842,4.822222222,1.7372345,5.3219,35.7873,2334.660211412248
82015300,4.572,133.1387133,7.8,2.94459364,146.25,0.033745098,6.1774171430000004,1.22693155,0,63.41,2349.240027695347
82015900,10.9728,2270.935001,8.22057971,1.759383026,306.7697842,0.042810651,15.40569744,2.311751225,3.3018,108.9763,2399.553192961501
82016300,8.2296,428.9533614,8.095974843,1.670827015,545.5470588,0.100156863,7.192,0.27341455,2.5316,100.4841,2582.558029745289
82016800,1.2192,178.9440742,9.146666667,0.794166667,526,0.29264,2.69,2.74395955,14.6487,46.6992,2534.9504868380236
83004300,4.2672,202.7581603,8.784666667,1.407772049,517.1138889,0.0511,24.69,1.379343,1.5268,66.8725,2659.098676190941
86001100,12.192,252.5172337,9.08,5.300371429,230,0.016153846,3.9358823529999998,0.83046705,1.7024,27.5472,2408.1997398717454
86003200,2.3,139.8961157,7.774,0.681818182,448,0.3879,78.36666667,2.48512705,7.6196,25.1714,2690.353703908504
86005100,6.096,174.5653331,7.935,2.091133333,401.85,0.08,80.55,1.0120869,4.0648,40.236,2570.551111672394
86006300,2.7432,162.0561824,8.547777778,0.921875,225.6444444,0.151,102.8,1.0482726,0.2609,35.1403,2600.5544123417026
86008600,3.048,434.6534062,8.235,0.446117647,442.5,0.12325,164.9133333,3.64827505,2.9581,35.2761,2683.255721967125
86009000,10.3632,1551.902439,8.450740741,1.005963889,390.5645161,0.100615385,83.2,0.24534885,4.6664,90.8301,2622.940673725356
86010600,3.048,338.0080119,8.768888889,1.033155963,464.4,0.407272727,87.71818182,1.6991959,9.9555,38.4901,2586.085789632403
86010700,7.6,171.0559559,7.997777778,1.678093333,470.6222222,0.212,69.66666667,0.98631625,4.1099,31.6255,2458.821335002493
86011400,21.336,493.9943678,8.231578947,2.29630339,383.1176471,0.0875,17.2295,1.0480502,1.5324,86.2246,2479.350998785976
86012000,24.384,316.5155857,7.819473684,1.74554,461.0571429,0.113529412,27.52307692,2.00852235,8.6124,39.647,2457.7409916658926
86018400,6.096,162.2990652,8.83,0.824904706,541.3789474,0.2105,57.6375,0.68813455,3.0478,34.5867,2645.562249180182
86018800,3.9624,188.5730669,8.454,1.250472727,390.34,0.16075,68.3,2.0127993,4.8738,33.8989,2623.8867769749904
86019900,10.668,745.0012495,8.417,1.615491654,343.2,0.0972,42.75,0.6795688,3.5763,80.1355,2589.3792722031167
86020800,3.048,292.8713355,8.35,1.095,364.5,0.3963,107.4,1.9914966,6.6901,18.8666,2562.486088650357
86021700,10.0584,361.6697853,8.297777778,1.935138137,336.8888889,0.05635,34.14210526,1.9671305,3.5492,34.4344,2542.965156103812
86022300,9.144,139.2849893,8.396842105,1.631305691,365.4272727,0.144692308,32.743636360000004,1.3343616,0,46.5788,2512.193336853955
86022700,30.48,790.3073729,8.603333333,2.371124731,465.7916667,0.049285714,13.814,1.42553435,4.4256,36.6185,2487.240038390627
86022900,9.1,279.7454071,7.426666667,1.268472394,275.5,0.301681818,70.855,1.7931652,4.2651,30.9686,2594.1722851194963
86023000,9.1,151.3538599,8.285,1.542212912,263.3333333,0.13392,50.42631579,0.45119465,4.2651,30.9686,2594.1722851194963
86023300,20.4216,1014.20948,8.19875,3.137513311,314.6666667,0.0277,5.81,1.001105,0.8582,43.3619,2348.5869553577168
86025000,1.5,243.5191774,8.883333333,0.3,254.2,0.1418,184.925,2.8554189,2.4617,18.9936,2692.316689081286
86027100,12.192,87.07131718,7.81,4.09202,416.0769231,0.087428571,2.525555556,2.2136027,4.7534,34.732,2286.4040755237643
86028100,13.4112,137.1525953,8.93375,1.71440995,466.6666667,0.42988,39.03888889,2.2034476,4.9357,38.0776,2439.6372117299074
86028200,13.1,192.6990264,7.6878125,1.406699187,638.8842105,0.403952381,49.75294118,2.4484132,9.3044,42.1856,2496.696206545414
87001600,1.524,381.5394581,8.705,0.359833333,917.3333333,0.418166667,166.25,1.45801055,4.7217,31.0918,2680.1946425883725
